date,open,high,low,close,volume
07-01-1981,0.2472,0.2472,0.2456,0.2456,16857600
08-01-1981,0.2425,0.2425,0.2409,0.2409,12556800
09-01-1981,0.2409,0.2425,0.2409,0.2409,8332800
12-01-1981,0.2378,0.2378,0.2363,0.2363,13574400
13-01-1981,0.2363,0.2363,0.2347,0.2347,14630400
14-01-1981,0.2363,0.2394,0.2363,0.2363,5702400
15-01-1981,0.2378,0.2409,0.2378,0.2378,10051200
16-01-1981,0.2487,0.2503,0.2487,0.2487,12768000
19-01-1981,0.2487,0.2503,0.2487,0.2487,7180800
20-01-1981,0.2425,0.2425,0.2409,0.2409,7017600
21-01-1981,0.2409,0.2409,0.2394,0.2394,8976000
22-01-1981,0.2394,0.2425,0.2394,0.2394,7286400
23-01-1981,0.2441,0.2456,0.2441,0.2441,8803200
26-01-1981,0.2394,0.2394,0.2378,0.2378,11760000
27-01-1981,0.2378,0.2378,0.2363,0.2363,10070400
28-01-1981,0.2363,0.2378,0.2363,0.2363,6681600
29-01-1981,0.2363,0.2378,0.2363,0.2363,7516800
30-01-1981,0.2332,0.2332,0.2316,0.2316,8956800
02-02-1981,0.2254,0.2254,0.2238,0.2238,17433600
03-02-1981,0.2332,0.2347,0.2332,0.2332,11328000
04-02-1981,0.2394,0.2425,0.2394,0.2394,8448000
05-02-1981,0.2456,0.2472,0.2456,0.2456,11702400
06-02-1981,0.2487,0.2518,0.2487,0.2487,10963200
09-02-1981,0.2487,0.2518,0.2487,0.2487,9312000
10-02-1981,0.2518,0.2534,0.2518,0.2518,7132800
11-02-1981,0.2487,0.2487,0.2472,0.2472,6374400
12-02-1981,0.2409,0.2409,0.2394,0.2394,6873600
13-02-1981,0.2394,0.2409,0.2394,0.2394,5577600
17-02-1981,0.2456,0.2487,0.2456,0.2456,4819200
18-02-1981,0.2472,0.2487,0.2472,0.2472,11040000
19-02-1981,0.2472,0.2487,0.2472,0.2472,13948800
20-02-1981,0.2378,0.2378,0.2363,0.2363,16099200
23-02-1981,0.2347,0.2347,0.2332,0.2332,12768000
24-02-1981,0.2332,0.2332,0.2316,0.2316,18921600
25-02-1981,0.2114,0.2114,0.2083,0.2083,77721600
26-02-1981,0.2067,0.2067,0.2052,0.2052,32524800
27-02-1981,0.2176,0.2192,0.2176,0.2176,36057600
02-03-1981,0.2238,0.227,0.2238,0.2238,19113600
03-03-1981,0.2207,0.2207,0.2192,0.2192,21110400
04-03-1981,0.2176,0.2176,0.2161,0.2161,17625600
05-03-1981,0.2114,0.2114,0.2099,0.2099,8361600
06-03-1981,0.2099,0.2114,0.2099,0.2099,14342400
09-03-1981,0.2099,0.2114,0.2099,0.2099,10041600
10-03-1981,0.213,0.2145,0.213,0.213,10646400
11-03-1981,0.2067,0.2067,0.2036,0.2036,16310400
12-03-1981,0.2145,0.2176,0.2145,0.2145,9216000
13-03-1981,0.2176,0.2192,0.2176,0.2176,10569600
16-03-1981,0.2192,0.2207,0.2192,0.2192,13670400
17-03-1981,0.2114,0.2114,0.2099,0.2099,17577600
18-03-1981,0.213,0.2145,0.213,0.213,20755200
19-03-1981,0.213,0.213,0.2114,0.2114,8572800
20-03-1981,0.2176,0.2192,0.2176,0.2176,14764800
23-03-1981,0.2192,0.2223,0.2192,0.2192,8054400
24-03-1981,0.2207,0.2223,0.2207,0.2207,14227200
25-03-1981,0.2301,0.2316,0.2301,0.2301,11875200
26-03-1981,0.2285,0.2285,0.227,0.227,15964800
27-03-1981,0.227,0.2285,0.227,0.227,17241600
30-03-1981,0.227,0.2285,0.227,0.227,5318400
31-03-1981,0.227,0.227,0.2254,0.2254,4742400
01-04-1981,0.227,0.2285,0.227,0.227,8246400
02-04-1981,0.2285,0.2301,0.2285,0.2285,9792000
03-04-1981,0.2285,0.2285,0.2254,0.2254,13968000
06-04-1981,0.2254,0.2254,0.2238,0.2238,10358400
07-04-1981,0.2223,0.2223,0.2192,0.2192,19910400
08-04-1981,0.2207,0.2223,0.2207,0.2207,33004800
09-04-1981,0.2207,0.2207,0.2192,0.2192,14505600
10-04-1981,0.2238,0.227,0.2238,0.2238,12000000
13-04-1981,0.2378,0.2394,0.2378,0.2378,8256000
14-04-1981,0.2394,0.2409,0.2394,0.2394,8668800
15-04-1981,0.2409,0.2425,0.2409,0.2409,8889600
16-04-1981,0.2441,0.2456,0.2441,0.2441,37344000
20-04-1981,0.2441,0.2456,0.2441,0.2441,6758400
21-04-1981,0.2487,0.2503,0.2487,0.2487,12691200
22-04-1981,0.2518,0.2534,0.2518,0.2518,14544000
23-04-1981,0.2503,0.2503,0.2472,0.2472,5760000
24-04-1981,0.2487,0.2503,0.2487,0.2487,18451200
27-04-1981,0.2472,0.2472,0.2441,0.2441,9062400
28-04-1981,0.2441,0.2441,0.2409,0.2409,14774400
29-04-1981,0.2394,0.2394,0.2378,0.2378,11712000
30-04-1981,0.2363,0.2363,0.2347,0.2347,7852800
01-05-1981,0.2347,0.2347,0.2332,0.2332,13948800
04-05-1981,0.2301,0.2301,0.2285,0.2285,7977600
05-05-1981,0.2285,0.2285,0.227,0.227,7324800
06-05-1981,0.227,0.2285,0.227,0.227,5443200
07-05-1981,0.227,0.2285,0.227,0.227,6307200
08-05-1981,0.227,0.2285,0.227,0.227,14294400
11-05-1981,0.2223,0.2223,0.2207,0.2207,6624000
12-05-1981,0.2207,0.2223,0.2207,0.2207,6662400
13-05-1981,0.2207,0.2207,0.2192,0.2192,4752000
14-05-1981,0.2238,0.2254,0.2238,0.2238,10608000
15-05-1981,0.2254,0.227,0.2254,0.2254,10176000
18-05-1981,0.2254,0.227,0.2254,0.2254,10771200
19-05-1981,0.2254,0.2254,0.2223,0.2223,10262400
20-05-1981,0.2316,0.2332,0.2316,0.2316,9628800
21-05-1981,0.2332,0.2347,0.2332,0.2332,10137600
22-05-1981,0.2347,0.2363,0.2347,0.2347,15014400
26-05-1981,0.2425,0.2441,0.2425,0.2425,13814400
27-05-1981,0.2549,0.2565,0.2549,0.2549,14918400
28-05-1981,0.258,0.2612,0.258,0.258,14726400
29-05-1981,0.2565,0.2565,0.2549,0.2549,27091200
01-06-1981,0.2534,0.2534,0.2503,0.2503,11155200
02-06-1981,0.2425,0.2425,0.2409,0.2409,10896000
03-06-1981,0.2378,0.2378,0.2363,0.2363,13766400
04-06-1981,0.2332,0.2332,0.2316,0.2316,8601600
05-06-1981,0.2316,0.2316,0.2301,0.2301,8419200
08-06-1981,0.2285,0.2285,0.227,0.227,4233600
09-06-1981,0.227,0.227,0.2254,0.2254,5865600
10-06-1981,0.2254,0.2254,0.2238,0.2238,10780800
11-06-1981,0.2301,0.2316,0.2301,0.2301,10320000
12-06-1981,0.2332,0.2347,0.2332,0.2332,11241600
15-06-1981,0.2301,0.2301,0.227,0.227,7324800
16-06-1981,0.2238,0.2238,0.2207,0.2207,18537600
17-06-1981,0.2207,0.2223,0.2207,0.2207,7929600
18-06-1981,0.2176,0.2176,0.2161,0.2161,12499200
19-06-1981,0.2176,0.2207,0.2176,0.2176,10963200
22-06-1981,0.2176,0.2192,0.2161,0.2161,3446400
23-06-1981,0.2192,0.2207,0.2192,0.2192,9868800
24-06-1981,0.2192,0.2207,0.2192,0.2192,4521600
25-06-1981,0.2192,0.2192,0.2161,0.2161,4041600
26-06-1981,0.2332,0.2347,0.2332,0.2332,15321600
29-06-1981,0.2347,0.2363,0.2347,0.2347,14976000
30-06-1981,0.2254,0.2254,0.2238,0.2238,10243200
01-07-1981,0.2207,0.2207,0.2192,0.2192,11414400
02-07-1981,0.2114,0.2114,0.2099,0.2099,17097600
06-07-1981,0.2099,0.2099,0.2083,0.2083,13142400
07-07-1981,0.2036,0.2036,0.2021,0.2021,9484800
08-07-1981,0.2036,0.2052,0.2036,0.2036,13977600
09-07-1981,0.2083,0.2114,0.2083,0.2083,10329600
10-07-1981,0.213,0.2145,0.213,0.213,7238400
13-07-1981,0.213,0.2145,0.213,0.213,3446400
14-07-1981,0.2114,0.2114,0.2099,0.2099,9676800
15-07-1981,0.2145,0.2161,0.2145,0.2145,6902400
16-07-1981,0.2223,0.2238,0.2223,0.2223,8448000
17-07-1981,0.2238,0.2254,0.2238,0.2238,6748800
20-07-1981,0.2176,0.2176,0.2145,0.2145,9792000
21-07-1981,0.2099,0.2099,0.2083,0.2083,7593600
22-07-1981,0.2083,0.2083,0.2052,0.2052,6460800
23-07-1981,0.2083,0.2099,0.2083,0.2083,7612800
24-07-1981,0.2083,0.2099,0.2083,0.2083,4358400
27-07-1981,0.2145,0.2161,0.2145,0.2145,6172800
28-07-1981,0.2114,0.2114,0.2099,0.2099,8400000
29-07-1981,0.2099,0.2114,0.2099,0.2099,5174400
30-07-1981,0.2083,0.2083,0.2067,0.2067,7190400
